tipo_documento,documento,nombre,producto,poliza,periodo,valor_asegurado,valor_prima,doc_cobro,fecha_ini,fecha_fin,dias,telefono_1,telefono_2,telefono_3,ciudad,departamento,fecha_venta,fecha_nacimiento,tipo_trans,beneficiarios,genero,sucursal,tipo_cuenta,ultimos_digitos_cuenta,entidad_bancaria,nombre_banco,estado_debito,causal_rechazo,codigo_canal,descripcion_canal,codigo_estrategia,tipo_estrategia,correo_electronico,fecha_entrega_colmena,mes_a_trabajar,id,nombre_db,telefono,whatsapp,texto,email,fisica,mejor_canal,contactar_al
CC,33571331,Eduardo Pedro Murillo Posada,DENT5,POL5382,1,37509256,128923,DOC8864,2023-06-20,,342,3344446347,3401001331,3277080532,Barrancas,Valle del Cauca,2025-02-17,1995-09-24,002,Guillermo Sebastián Torres,M,Salas Inc,,8224,Davv,Banco Principal,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3344446347
CE,55919422,Valentina Magnolia Sánchez,AUTO7,POL5424,6,43796347,579878,DOC2659,2023-09-30,,263,3164780423,3874756254,3916671507,Fresno,Huila,2024-02-08,1997-04-15,001,Sandra Rojas Carrillo,M,Garzón Group,,6731,Davv,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3164780423
CE,26086631,Humberto Parra Becerra,DENT1,POL6699,2,7293680,830948,DOC1869,2023-06-28,,225,3243988015,3160041994,3282206374,Palmito,Risaralda,2025-06-24,1970-09-11,003,María Marina Ríos Angulo,M,"Villamil, Cano and Mesa",,5626,Bcol,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
TI,20170812,Alberto Pedro Camargo Trujillo,SALU6,POL7364,3,46668796,141723,DOC6055,2024-08-01,,58,3018648377,3723130759,3584193594,Yacuanquer,Cauca,2024-01-10,1997-08-21,003,Eliecer González Gómez,F,Rendón-López,,1332,BPOP,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,26730818,Juan Ramos Vanegas,SALU5,POL6084,1,42748051,140002,DOC2265,2023-06-22,,192,3928374990,3493833818,3832969088,Fómeque,Norte de Santander,2023-01-30,1976-03-28,001,Kevin Alberto Silva Alzate,M,"Agudelo, Morales and Valencia",,2508,FNA,Banco Principal,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CE,53776806,Alfredo Mendoza,HOGAR,2POL1195,8,16385991,809458,DOC2830,2023-02-04,,89,3200318490,3707615251,3161270831,Hacarí,Magdalena,2025-02-09,1980-01-13,001,Kevin Gil,F,García-Contreras,,3266,BBVA,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CE,49653755,Luis José Cárdenas Mendoza,AUTO7,POL2500,6,34421014,164818,DOC3676,2025-01-01,,355,3842115467,3342656242,3382562854,Buenavista,Caquetá,2025-02-18,1983-04-19,001,Ruth María Flórez García,M,"Díaz, Becerra and Herrera",,8106,FNA,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,87803828,Leidy Aida Gutiérrez Beltrán,SALU6,POL4638,6,19770243,288429,DOC7761,2023-05-16,,365,3965795565,3416765971,3618562508,Mongua,Cundinamarca,2025-02-25,2000-02-16,003,Alberto Mesa,F,Muñoz-Guerrero,,3059,Davv,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CE,93587382,Javier Rentería,VIDA4,POL6748,9,28545417,316194,DOC6709,2023-05-19,,111,3294020534,3629692480,3192452848,Puerto Arica,Vichada,2025-08-23,1978-07-04,002,Carlos Ruiz,M,Castrillón Group,,6228,AVVl,Banco Principal,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
TI,64022155,Felix Guerra Córdoba,SALU6,POL6298,6,14472979,177776,DOC4865,2024-02-16,,277,3957574325,3107428390,3703696090,Miraflores,Chocó,2023-07-14,1973-08-02,002,Carlos Hernán González,M,Pinzón-Quintero,,4123,FNA,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,12169975,Javier Cuesta,DENT1,POL6502,6,10463366,122547,DOC1551,2023-07-22,,46,3510740020,3163317320,3164699614,Palestina,Sucre,2024-08-31,2002-03-25,002,Eliecer Vásquez Zapata,M,"Fajardo, Ospina and Jaramillo",,9497,FNA,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CE,83906973,Clara Julieth Morales Moreno,AUTO8,POL4827,6,16026220,138088,DOC8555,2025-07-11,,86,3749539895,3156197667,3359060084,Suaza,Meta,2025-06-20,1972-10-13,003,Marina Zapata Arango,M,Valencia Group,,3699,AVVl,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
TI,57952938,Catherine Luz Niño,HOGAR,8POL8225,1,27943929,784058,DOC3605,2025-06-12,,244,3977615506,3627854022,3175191361,Rionegro,Cauca,2023-08-21,2000-01-05,003,Shirley Ángela Navarro Mesa,F,"González, Buitrago and Andrade",,2146,Bcol,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
CC,28311188,Alfredo Ángel Ojeda Fuentes,AUTO6,POL9803,1,26117259,334630,DOC8869,2024-11-08,,149,3743070233,3889362171,3711179048,Cogua,Amazonas,2023-07-23,1976-03-27,002,Natalia Naranjo Espinosa,F,Rico and Sons,,3089,BPOP,Banco Principal,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,,,,telefono,3743070233
CC,65642260,Liliana Giraldo,SALU1,POL5536,4,27479111,414187,DOC6476,2024-07-30,,294,3570558057,3549112835,3967696149,Barranco de Loba,La Guajira,2024-08-10,2007-02-01,003,Diana Laura Acevedo,F,Torres-López,,2314,Bcol,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3570558057
CC,39000538,Ligia Vargas Flórez,AUTO0,POL1792,6,12505556,604264,DOC4000,2023-08-20,,267,3750176396,3985380199,3002288221,Silvia,Risaralda,2024-05-16,1984-10-27,001,Armando Lara Londoño,F,"Acevedo, Hernández and Murillo",,9151,AVVl,Banco Principal,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,,,,telefono,3750176396
CC,76884523,Dora Marín López,AUTO7,POL1569,1,35456736,463800,DOC1143,2024-12-21,,189,3315403976,3896035118,3095248726,Ancuya,Santander,2023-10-24,1988-04-26,003,Fernando Gustavo Miranda,M,"Narváez, Ojeda and Serrano",,2412,Bcol,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3315403976
CE,80301849,Enrique Sandoval,AUTO0,POL5285,1,42205507,295409,DOC6816,2024-02-28,,339,3159891584,3009517383,3478993914,Briceño,Boyacá,2023-10-05,1981-05-17,002,Andrea Pérez Barreto,M,Jiménez PLC,,2134,BPOP,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
TI,31597213,Elena Adriana Vergara,AUTO7,POL9239,1,28343794,431348,DOC7969,2025-02-09,,147,3446608676,3321055959,3005396761,Tenjo,Cauca,2025-03-11,1997-02-28,001,Eduardo Néstor Hernández López,F,Ortiz-Mena,,9014,Davv,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,,,,telefono,3446608676
CE,20737522,Alexander Raúl Muñoz Ramírez,VIDA4,POL2327,4,39258654,355215,DOC9610,2024-02-19,,163,3230352946,3418570732,3414973962,Anserma,San Andrés y Providencia,2023-09-04,1975-12-02,001,Willian Sánchez Ramírez,M,Castillo-Barrios,,8383,BCS,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3230352946
CC,62725848,Omar José Cárdenas Fuentes,SALU7,POL5707,8,14525018,410851,DOC8129,2024-02-28,,339,3243381413,3289555236,3382550596,Cajibío,Huila,2023-05-14,1987-08-12,003,Lina Arias Andrade,F,Prada Group,,9177,BCS,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,63935328,Alex Roa Luna,SALU4,POL7224,5,45646624,586826,DOC4222,2023-12-07,,188,3431541446,3789204949,3141656381,Hatonuevo,Cauca,2023-03-23,1973-09-08,001,Marina Leidy Rivera Cerón,F,"Pabón, Méndez and Moreno",,6761,Bcol,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CE,44226646,Paola López,VIDA2,POL9833,3,32731336,398011,DOC9628,2025-02-25,,119,3694193929,3307618959,3329808641,Belén de los Andaquíes,Guaviare,2024-02-04,2001-09-21,003,Ingrid Martha Hernández Bohórquez,M,Bonilla-Mendoza,,1647,AVVl,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3694193929
CE,67458189,María Yaneth Durán,HOGAR,8POL5827,3,48508299,184875,DOC7815,2023-05-27,,156,3109632483,3176148311,3423098567,Pedraza,Caquetá,2024-06-09,1981-11-23,003,María Marcela Valencia,F,Luna Group,,9696,Davv,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
TI,79108187,Leonor Molano,VIDA0,POL4907,4,7218204,235007,DOC8139,2023-04-28,,284,3386636396,3653689017,3897903235,Cocorná,Guaviare,2025-07-29,1992-04-08,001,Teresa Paola Rojas,F,Barreto-Castro,,7660,FNA,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3386636396
TI,33538786,Patricia Álvarez Medina,HOGAR,8POL6807,7,19280976,315115,DOC7852,2025-04-01,,246,3497926081,3515515437,3020336486,Timaná,Huila,2023-07-16,1996-04-06,001,Felipe Luis Orjuela Rodríguez,M,"Sánchez, Mora and Garzón",,8418,BPOP,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3497926081
CE,55687168,Carmen Lizeth Burgos,SALU5,POL3481,1,11842858,128615,DOC3032,2023-08-16,,321,3162498456,3291625217,3742301208,Pachavita,Cesar,2024-02-11,1983-11-23,001,Mónica Ortega,F,"Hernández, Nieto and Cardona",,7462,AVVl,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
TI,86444265,Eduardo Héctor Córdoba,HOGAR,3POL8069,6,9532524,420357,DOC3658,2023-10-17,,218,3362730385,3962190438,3724558756,San Bernardo,Atlántico,2023-03-07,2006-03-05,002,Vanessa Hernández,M,Díaz PLC,,2069,FNA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CC,44262454,Jorge Jairo Vásquez,DENT5,POL3197,4,6725806,761938,DOC5778,2025-01-13,,229,3486836656,3081653780,3819972060,El Carmen,Vaupés,2025-03-30,1972-11-27,002,Pedro Germán Trujillo Ariza,M,González-Delgado,,1799,AVVl,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,1,1,,texto,3486836656
CE,12152350,Germán Jefferson Cáceres,DENT6,POL2483,9,46758721,688516,DOC8813,2024-04-07,,47,3965666482,3341224611,3580181972,Puerto López,Cauca,2024-09-12,1977-12-22,001,Carolina Franco Arboleda,M,Peña-Peña,,7406,AVVl,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3965666482
